CustomerKey,Age,CommuteDistance,EnglishEducation,Gender,HouseOwnerFlag,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,EnglishOccupation,Region,TotalChildren,YearlyIncome,BikeBuyer
22443,48,0-1 Miles,Bachelors,M,0,S,0,0,Clerical,Europe,1,30000,1
22444,49,0-1 Miles,Graduate Degree,M,0,S,0,0,Clerical,Europe,0,40000,1
22445,48,0-1 Miles,Graduate Degree,F,0,S,0,0,Clerical,Europe,0,40000,1
22446,48,0-1 Miles,Graduate Degree,M,0,S,0,0,Clerical,Europe,0,40000,1
22447,48,0-1 Miles,Graduate Degree,F,1,M,0,0,Clerical,Europe,0,40000,1
22448,48,0-1 Miles,Graduate Degree,F,1,S,0,0,Clerical,Europe,0,40000,1
22449,48,0-1 Miles,Graduate Degree,F,1,M,0,0,Clerical,Europe,0,40000,1
22450,49,0-1 Miles,Graduate Degree,F,1,M,0,0,Skilled Manual,Europe,0,50000,1
22451,48,0-1 Miles,Graduate Degree,F,0,S,0,0,Skilled Manual,Europe,0,50000,1
22452,48,0-1 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,Europe,0,50000,1
22453,96,0-1 Miles,Bachelors,M,1,M,2,0,Clerical,Europe,3,10000,0
22454,65,0-1 Miles,Partial College,F,0,M,2,0,Manual,Europe,3,10000,0
22455,66,0-1 Miles,Partial College,M,1,M,2,0,Manual,Europe,3,10000,0
22456,66,0-1 Miles,Partial College,F,0,S,1,0,Manual,Europe,2,20000,1
22457,49,0-1 Miles,High School,F,0,M,1,2,Manual,Europe,2,10000,0
22458,49,0-1 Miles,Partial College,F,0,S,0,1,Manual,Europe,1,20000,1
22459,49,2-5 Miles,Partial College,M,1,M,0,1,Manual,Europe,1,20000,1
22460,49,2-5 Miles,Partial College,M,1,S,0,1,Manual,Europe,1,20000,1
22461,49,2-5 Miles,Partial College,M,1,S,1,1,Manual,Europe,1,20000,1
22462,50,0-1 Miles,Partial College,F,0,S,1,1,Manual,Europe,1,20000,1
22463,49,2-5 Miles,Bachelors,M,1,M,0,1,Clerical,Europe,1,30000,1
22464,49,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,0,40000,1
22465,49,0-1 Miles,Graduate Degree,M,1,S,0,0,Clerical,Europe,0,40000,1
22466,50,1-2 Miles,Partial College,M,0,S,1,1,Manual,Europe,1,20000,1
22467,51,2-5 Miles,Partial College,M,1,S,1,1,Manual,Europe,1,20000,1
22468,50,2-5 Miles,Partial College,M,1,M,1,1,Manual,Europe,1,20000,1
22469,50,2-5 Miles,Partial College,F,1,M,1,1,Manual,Europe,1,20000,1
22470,50,2-5 Miles,Bachelors,F,1,M,0,1,Clerical,Europe,1,30000,1
22471,50,1-2 Miles,Bachelors,M,1,S,0,1,Clerical,Europe,1,30000,1
22472,50,0-1 Miles,Bachelors,F,0,S,0,1,Clerical,Europe,1,30000,1
22473,50,1-2 Miles,Bachelors,M,1,S,1,1,Clerical,Europe,1,30000,1
22474,51,0-1 Miles,Partial High School,F,1,S,2,4,Manual,Europe,5,10000,0
22475,51,0-1 Miles,Partial High School,F,1,S,2,4,Manual,Europe,5,10000,0
22476,51,0-1 Miles,High School,M,0,S,0,2,Manual,Europe,2,20000,0
22477,51,0-1 Miles,High School,M,1,S,0,2,Manual,Europe,2,20000,1
22478,51,1-2 Miles,Bachelors,F,1,S,1,1,Clerical,Europe,1,30000,1
22479,51,2-5 Miles,Bachelors,F,1,M,1,1,Skilled Manual,Europe,1,30000,1
22480,51,0-1 Miles,Bachelors,F,1,M,1,1,Skilled Manual,Europe,1,30000,1
22481,51,2-5 Miles,Bachelors,M,1,M,1,1,Skilled Manual,Europe,1,30000,1
22482,52,0-1 Miles,Partial High School,F,1,S,2,3,Manual,Europe,4,10000,0
22483,52,0-1 Miles,Partial High School,M,1,S,2,3,Manual,Europe,4,10000,0
22484,52,0-1 Miles,High School,F,1,S,0,2,Manual,Europe,2,20000,1
22485,52,0-1 Miles,High School,M,1,S,1,2,Manual,Europe,2,20000,0
22486,52,0-1 Miles,High School,M,1,S,1,2,Manual,Europe,2,20000,1
22487,52,0-1 Miles,High School,M,1,S,1,2,Manual,Europe,2,20000,1
22488,52,0-1 Miles,Bachelors,M,1,M,2,1,Skilled Manual,Europe,1,30000,0
22489,52,0-1 Miles,Bachelors,M,1,M,2,1,Skilled Manual,Europe,1,30000,0
22490,53,0-1 Miles,Partial High School,F,0,S,1,2,Manual,Europe,5,10000,1
22491,53,0-1 Miles,High School,M,1,S,2,2,Manual,Europe,2,20000,0
22492,53,0-1 Miles,High School,M,0,S,0,3,Manual,Europe,3,20000,0
22493,54,0-1 Miles,High School,M,1,S,0,3,Manual,Europe,3,20000,0
22494,54,0-1 Miles,High School,M,0,S,0,3,Manual,Europe,3,20000,0
22495,53,0-1 Miles,High School,M,1,S,1,3,Manual,Europe,3,20000,1
22496,54,0-1 Miles,Bachelors,F,1,M,2,1,Skilled Manual,Europe,1,30000,0
22497,54,0-1 Miles,Partial High School,M,1,S,2,2,Manual,Europe,3,10000,0
22498,54,0-1 Miles,High School,M,0,S,2,3,Manual,Europe,3,20000,0
22499,84,0-1 Miles,High School,F,0,M,2,0,Manual,Europe,4,10000,0
22500,51,0-1 Miles,Bachelors,M,0,S,0,0,Professional,Europe,0,40000,1
22501,52,0-1 Miles,Bachelors,M,1,S,0,0,Professional,Europe,0,40000,1
22502,51,0-1 Miles,Bachelors,F,1,S,0,0,Professional,Europe,0,40000,1
22503,51,0-1 Miles,Bachelors,F,1,M,0,0,Professional,Europe,0,40000,1
22504,51,0-1 Miles,Graduate Degree,M,0,S,0,0,Skilled Manual,Europe,0,60000,1
22505,55,0-1 Miles,Partial College,F,0,M,1,0,Clerical,Europe,1,30000,1
22506,52,0-1 Miles,Partial College,F,1,S,1,2,Clerical,Europe,2,30000,1
22507,52,0-1 Miles,Partial College,M,0,S,1,2,Clerical,Europe,2,30000,0
22508,52,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,1
22509,52,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,1
22510,53,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,1
22511,53,0-1 Miles,Partial College,F,1,S,2,2,Clerical,Europe,2,30000,0
22512,53,0-1 Miles,Partial College,F,1,S,2,2,Clerical,Europe,2,30000,0
22513,54,0-1 Miles,Partial College,M,1,S,2,2,Clerical,Europe,2,30000,0
22514,40,2-5 Miles,High School,M,1,S,1,0,Manual,Europe,0,20000,0
22515,38,0-1 Miles,High School,F,1,S,2,4,Manual,Europe,4,20000,1
22516,38,0-1 Miles,Partial College,F,0,S,1,3,Clerical,Europe,3,30000,0
22517,38,0-1 Miles,Partial College,M,1,S,1,3,Clerical,Europe,3,30000,1
22518,38,0-1 Miles,Partial College,F,0,S,2,3,Clerical,Europe,3,30000,1
22519,54,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,1
22520,54,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,1
22521,55,2-5 Miles,Partial College,F,1,S,1,0,Clerical,Europe,1,30000,0
22522,55,0-1 Miles,Partial College,M,0,S,1,0,Clerical,Europe,1,30000,1
22523,55,0-1 Miles,Bachelors,M,1,M,1,0,Skilled Manual,Europe,1,40000,1
22524,55,0-1 Miles,Bachelors,F,1,M,1,0,Skilled Manual,Europe,1,40000,1
22525,39,0-1 Miles,Partial College,M,1,S,2,4,Clerical,Europe,4,30000,1
22526,39,0-1 Miles,Partial College,M,1,S,3,4,Clerical,Europe,4,30000,1
22527,40,2-5 Miles,High School,F,0,S,1,0,Manual,Europe,0,20000,0
22528,42,2-5 Miles,High School,F,1,S,1,0,Manual,Europe,0,20000,0
22529,42,0-1 Miles,Partial High School,M,0,S,2,0,Manual,Europe,0,10000,0
22530,42,2-5 Miles,High School,F,0,S,1,0,Manual,Europe,0,20000,0
22531,41,2-5 Miles,High School,F,1,S,1,0,Manual,Europe,0,20000,0
22532,41,2-5 Miles,Partial College,M,0,S,1,0,Clerical,Europe,0,30000,0
22533,44,0-1 Miles,Partial High School,M,0,M,2,0,Manual,Europe,0,20000,0
22534,43,2-5 Miles,Partial College,F,1,S,1,0,Clerical,Europe,0,30000,0
22535,43,1-2 Miles,Bachelors,F,1,M,0,1,Skilled Manual,Europe,1,40000,1
22536,42,0-1 Miles,Bachelors,F,1,M,0,1,Skilled Manual,Europe,1,40000,1
22537,43,1-2 Miles,Partial High School,M,0,S,2,0,Manual,Europe,0,20000,0
22538,45,1-2 Miles,Partial High School,F,1,S,2,0,Manual,Europe,0,10000,0
22539,45,0-1 Miles,Partial High School,M,0,S,2,0,Manual,Europe,0,20000,0
22540,44,0-1 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,20000,0
22541,44,2-5 Miles,Partial College,F,0,S,1,0,Clerical,Europe,0,30000,1
22542,43,2-5 Miles,Partial College,F,1,S,1,0,Clerical,Europe,0,30000,0
22543,44,1-2 Miles,Graduate Degree,M,1,S,0,0,Skilled Manual,North America,0,40000,1
22544,45,1-2 Miles,Graduate Degree,F,1,M,0,0,Skilled Manual,North America,1,50000,0
22545,45,1-2 Miles,Graduate Degree,F,1,M,0,0,Skilled Manual,North America,1,50000,0
22546,46,10+ Miles,High School,M,1,M,3,4,Skilled Manual,North America,4,40000,0
22547,46,1-2 Miles,Graduate Degree,M,1,S,0,0,Skilled Manual,North America,1,70000,0
22548,46,0-1 Miles,Graduate Degree,F,1,M,0,0,Skilled Manual,North America,1,70000,0
22549,46,0-1 Miles,Graduate Degree,F,1,M,0,0,Skilled Manual,North America,1,70000,0
22550,57,0-1 Miles,Bachelors,M,1,M,0,0,Manual,Europe,1,10000,0
22551,55,0-1 Miles,Graduate Degree,M,1,S,0,0,Clerical,Europe,1,20000,0
22552,55,0-1 Miles,Graduate Degree,F,0,S,0,0,Clerical,Europe,1,20000,0
22553,82,0-1 Miles,Graduate Degree,F,0,M,0,0,Clerical,Europe,1,30000,0
22554,59,0-1 Miles,Bachelors,M,0,M,0,0,Manual,Europe,1,10000,0
22555,59,0-1 Miles,Bachelors,M,1,M,0,0,Manual,Europe,1,20000,0
22556,59,0-1 Miles,Bachelors,M,1,S,0,0,Manual,Europe,1,20000,0
22557,61,0-1 Miles,Partial College,M,0,S,0,0,Manual,Europe,1,10000,0
22558,60,0-1 Miles,Partial College,M,1,M,0,0,Manual,Europe,1,10000,0
22559,60,0-1 Miles,Partial College,F,1,S,0,0,Manual,Europe,1,10000,0
22560,60,0-1 Miles,Partial College,F,1,S,0,0,Manual,Europe,1,10000,0
22561,61,0-1 Miles,Partial College,F,0,S,0,0,Manual,Europe,1,10000,0
22562,61,0-1 Miles,Partial College,F,1,S,0,0,Manual,Europe,2,10000,0
22563,61,0-1 Miles,Partial College,M,0,S,0,0,Manual,Europe,2,10000,0
22564,61,0-1 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,1,20000,0
22565,62,0-1 Miles,Bachelors,F,0,S,0,0,Clerical,Europe,1,20000,0
22566,63,0-1 Miles,Partial College,M,1,S,1,0,Manual,Europe,2,10000,1
22567,81,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,1,20000,0
22568,80,0-1 Miles,Graduate Degree,F,1,S,0,0,Clerical,Europe,1,20000,0
22569,80,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,1,30000,0
22570,78,0-1 Miles,Bachelors,M,1,S,0,0,Clerical,Europe,1,30000,1
22571,38,2-5 Miles,Partial College,M,1,M,1,0,Manual,Pacific,0,10000,1
22572,37,2-5 Miles,Partial College,F,1,M,1,0,Manual,Pacific,0,10000,1
22573,37,0-1 Miles,Partial College,M,0,S,1,0,Manual,Pacific,0,10000,1
22574,39,0-1 Miles,Partial College,M,0,M,1,0,Manual,Pacific,0,10000,0
22575,37,0-1 Miles,Bachelors,M,0,S,0,0,Clerical,Pacific,0,20000,1
22576,37,0-1 Miles,Bachelors,M,0,S,0,0,Clerical,Pacific,0,20000,1
22577,37,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Pacific,0,20000,1
22578,40,0-1 Miles,High School,M,0,S,2,0,Manual,Pacific,0,10000,1
22579,41,1-2 Miles,High School,F,0,S,0,1,Manual,Pacific,1,10000,1
22580,38,1-2 Miles,High School,F,0,S,0,1,Manual,Pacific,1,10000,1
22581,38,0-1 Miles,Bachelors,F,0,M,0,0,Clerical,Pacific,0,20000,1
22582,38,0-1 Miles,Bachelors,F,0,S,0,0,Clerical,Pacific,0,20000,1
22583,40,1-2 Miles,Partial College,M,1,S,0,0,Manual,Pacific,0,20000,1
22584,56,1-2 Miles,Partial College,F,1,S,0,1,Manual,Europe,1,20000,0
22585,56,0-1 Miles,Graduate Degree,M,0,S,0,0,Clerical,Europe,4,30000,1
22586,57,0-1 Miles,Graduate Degree,M,0,M,0,0,Clerical,Europe,3,30000,1
22587,57,0-1 Miles,Partial College,F,0,S,0,1,Manual,Europe,1,20000,1
22588,57,1-2 Miles,Partial College,F,1,S,0,1,Manual,Europe,1,20000,0
22589,57,1-2 Miles,Partial College,F,1,S,0,1,Manual,Europe,1,20000,0
22590,58,0-1 Miles,Partial College,M,0,M,1,0,Manual,Europe,2,20000,1
22591,59,0-1 Miles,Graduate Degree,M,0,S,0,0,Clerical,Europe,1,30000,1
22592,58,0-1 Miles,Graduate Degree,F,1,S,0,0,Clerical,Europe,3,30000,1
22593,57,0-1 Miles,Bachelors,M,0,S,0,0,Clerical,Europe,3,30000,1
22594,57,0-1 Miles,Bachelors,F,0,M,0,0,Clerical,Europe,3,30000,1
22595,57,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,3,40000,1
22596,58,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,0,30000,1
22597,58,0-1 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,0,30000,1
22598,58,0-1 Miles,Bachelors,M,0,S,0,0,Clerical,Europe,0,30000,1
22599,58,0-1 Miles,Graduate Degree,M,0,M,0,0,Clerical,Europe,3,40000,1
22600,59,0-1 Miles,Bachelors,M,1,S,0,0,Clerical,Europe,1,30000,1
22601,59,0-1 Miles,Bachelors,F,0,M,0,0,Clerical,Europe,1,30000,1
22602,47,0-1 Miles,High School,F,1,S,0,2,Manual,Europe,2,10000,1
22603,47,0-1 Miles,High School,F,1,S,0,2,Manual,Europe,2,10000,1
22604,47,2-5 Miles,Partial College,M,1,S,1,0,Manual,Europe,0,20000,1
22605,48,1-2 Miles,Partial College,M,0,S,1,0,Manual,Europe,0,20000,1
22606,48,2-5 Miles,Partial College,M,1,S,1,0,Manual,Europe,0,20000,1
22607,48,1-2 Miles,Partial College,F,0,S,1,0,Manual,Europe,0,20000,1
22608,48,0-1 Miles,High School,M,1,S,0,2,Manual,Europe,2,10000,1
22609,47,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,0,30000,1
22610,47,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,0,30000,1
22611,47,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,0,40000,1
22612,48,2-5 Miles,Partial College,M,0,S,1,0,Manual,Europe,0,20000,1
22613,48,2-5 Miles,Partial College,M,0,S,1,0,Manual,Europe,0,20000,1
22614,48,0-1 Miles,Bachelors,M,1,S,0,0,Clerical,Europe,0,30000,1
22615,48,0-1 Miles,Bachelors,F,0,S,0,0,Clerical,Europe,0,30000,1
22616,48,0-1 Miles,Graduate Degree,M,1,S,0,0,Clerical,Europe,0,40000,1
22617,48,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,0,40000,1
22618,48,0-1 Miles,Graduate Degree,F,1,M,0,0,Clerical,Europe,0,40000,1
22619,49,0-1 Miles,Graduate Degree,F,0,S,0,0,Skilled Manual,Europe,0,50000,1
22620,49,0-1 Miles,Graduate Degree,F,0,S,0,0,Skilled Manual,Europe,0,50000,1
22621,48,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,Europe,0,50000,1
22622,65,0-1 Miles,Partial College,M,0,M,2,0,Manual,Europe,3,10000,0
22623,66,0-1 Miles,Partial College,M,0,S,2,0,Manual,Europe,3,10000,1
22624,66,0-1 Miles,High School,F,0,M,2,0,Manual,Europe,3,10000,0
22625,49,0-1 Miles,High School,F,1,S,0,3,Manual,Europe,3,10000,0
22626,49,0-1 Miles,High School,M,1,S,0,3,Manual,Europe,3,10000,1
22627,49,0-1 Miles,Partial College,F,0,S,0,1,Manual,Europe,1,20000,1
22628,49,2-5 Miles,Partial College,M,1,M,1,1,Manual,Europe,1,20000,1
22629,94,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,1,40000,0
22630,49,1-2 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,1,30000,1
22631,49,0-1 Miles,Bachelors,M,0,S,0,0,Clerical,Europe,1,30000,1
22632,49,0-1 Miles,Graduate Degree,F,1,M,0,0,Clerical,Europe,0,40000,1
22633,49,0-1 Miles,Graduate Degree,F,1,S,0,0,Clerical,Europe,0,40000,1
22634,49,0-1 Miles,Graduate Degree,F,1,S,0,0,Clerical,Europe,0,40000,1
22635,50,0-1 Miles,Graduate Degree,F,0,S,0,0,Clerical,Europe,0,40000,1
22636,49,0-1 Miles,Bachelors,F,0,S,0,0,Clerical,Europe,0,40000,1
22637,49,0-1 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,0,40000,1
22638,50,0-1 Miles,Partial High School,F,1,S,1,3,Manual,Europe,3,10000,1
22639,50,2-5 Miles,Partial College,F,1,S,1,1,Manual,Europe,1,20000,1
22640,50,2-5 Miles,Partial College,M,1,M,1,1,Manual,Europe,1,20000,1
22641,50,2-5 Miles,Partial College,F,1,S,1,1,Manual,Europe,1,20000,1
22642,50,1-2 Miles,Partial College,M,0,S,1,1,Manual,Europe,1,20000,1
22643,50,2-5 Miles,High School,F,1,S,1,1,Manual,Europe,1,20000,1
22644,51,1-2 Miles,Bachelors,M,1,S,0,1,Clerical,Europe,1,30000,1
22645,51,0-1 Miles,Bachelors,F,0,S,1,1,Clerical,Europe,1,30000,1
22646,51,1-2 Miles,High School,F,0,S,1,1,Manual,Europe,1,20000,1
22647,50,0-1 Miles,Bachelors,F,0,S,0,0,Clerical,Europe,0,40000,1
22648,50,0-1 Miles,Bachelors,F,0,S,0,0,Clerical,Europe,0,40000,1
22649,51,0-1 Miles,Bachelors,M,0,S,1,1,Clerical,Europe,1,30000,1
22650,51,0-1 Miles,Bachelors,F,0,S,1,1,Clerical,Europe,1,30000,1
22651,51,0-1 Miles,Bachelors,M,0,S,1,1,Clerical,Europe,1,30000,1
22652,52,0-1 Miles,High School,M,1,S,0,2,Manual,Europe,2,20000,1
22653,52,0-1 Miles,High School,F,1,S,0,2,Manual,Europe,2,20000,1
22654,52,0-1 Miles,High School,M,1,S,1,2,Manual,Europe,2,20000,1
22655,52,0-1 Miles,High School,M,1,S,1,2,Manual,Europe,2,20000,1
22656,53,0-1 Miles,Partial High School,M,1,S,1,2,Manual,Europe,5,10000,1
22657,54,0-1 Miles,Partial High School,M,1,S,1,2,Manual,Europe,3,10000,0
22658,53,0-1 Miles,High School,M,1,S,2,2,Manual,Europe,2,20000,0
22659,54,0-1 Miles,High School,F,1,S,2,2,Manual,Europe,2,20000,0
22660,53,0-1 Miles,High School,F,0,S,2,2,Manual,Europe,2,20000,0
22661,53,0-1 Miles,Bachelors,F,1,M,2,1,Skilled Manual,Europe,1,30000,0
22662,54,0-1 Miles,Bachelors,M,1,M,2,1,Skilled Manual,Europe,1,30000,0
22663,52,0-1 Miles,Partial College,M,1,S,0,2,Manual,Europe,2,30000,1
22664,51,0-1 Miles,Bachelors,F,0,M,0,0,Professional,Europe,0,40000,1
22665,51,0-1 Miles,Bachelors,M,0,S,0,0,Professional,Europe,0,40000,1
22666,51,0-1 Miles,Bachelors,F,0,M,0,0,Professional,Europe,0,40000,1
22667,51,0-1 Miles,Bachelors,M,1,S,0,0,Professional,Europe,0,40000,1
22668,51,0-1 Miles,Bachelors,F,0,M,0,0,Professional,Europe,0,40000,1
22669,51,0-1 Miles,Bachelors,F,1,S,0,0,Professional,Europe,0,40000,1
22670,51,0-1 Miles,Graduate Degree,F,1,M,0,0,Skilled Manual,Europe,0,60000,0
22671,54,0-1 Miles,Partial College,M,1,S,0,2,Manual,Europe,2,30000,1
22672,54,0-1 Miles,Partial College,F,1,S,0,2,Clerical,Europe,2,30000,0
22673,54,0-1 Miles,Partial College,M,1,S,0,2,Clerical,Europe,2,30000,1
22674,54,0-1 Miles,Partial College,M,1,S,0,2,Clerical,Europe,2,30000,1
22675,52,0-1 Miles,Partial College,F,1,S,1,2,Clerical,Europe,2,30000,1
22676,52,0-1 Miles,Partial College,F,1,S,1,2,Clerical,Europe,2,30000,0
22677,52,0-1 Miles,Partial College,M,1,S,2,2,Clerical,Europe,2,30000,0
22678,54,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,1
22679,53,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,1
22680,53,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,1
22681,54,0-1 Miles,Partial College,M,1,S,2,2,Clerical,Europe,2,30000,0
22682,54,0-1 Miles,Partial College,M,0,S,2,2,Clerical,Europe,2,30000,0
22683,54,0-1 Miles,Partial College,M,1,S,0,3,Clerical,Europe,3,30000,0
22684,54,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,1
22685,38,0-1 Miles,Partial College,F,1,S,1,3,Clerical,Europe,3,30000,1
22686,39,0-1 Miles,Partial College,M,1,S,2,3,Clerical,Europe,3,30000,1
22687,54,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,1
22688,55,2-5 Miles,Partial College,M,0,S,1,0,Clerical,Europe,1,30000,0
22689,55,0-1 Miles,Partial College,M,0,S,1,0,Clerical,Europe,1,30000,1
22690,55,0-1 Miles,Bachelors,M,1,M,1,0,Skilled Manual,Europe,1,40000,1
22691,55,0-1 Miles,Bachelors,M,1,M,1,0,Skilled Manual,Europe,1,40000,1
22692,55,0-1 Miles,Bachelors,F,1,M,1,0,Skilled Manual,Europe,1,40000,1
22693,55,0-1 Miles,Bachelors,M,1,M,1,0,Skilled Manual,Europe,1,40000,1
22694,40,0-1 Miles,Partial College,F,1,S,2,3,Clerical,Europe,3,30000,1
22695,39,0-1 Miles,Partial College,M,1,S,3,4,Clerical,Europe,4,30000,1
22696,40,2-5 Miles,High School,F,1,S,1,0,Manual,Europe,0,20000,0
22697,40,2-5 Miles,High School,M,0,S,1,0,Manual,Europe,0,20000,0
22698,43,0-1 Miles,Partial High School,M,0,M,2,0,Manual,Europe,0,10000,0
22699,42,0-1 Miles,Partial High School,M,1,M,2,0,Manual,Europe,0,10000,0
22700,42,0-1 Miles,Partial High School,F,0,M,2,0,Manual,Europe,0,10000,0
22701,42,5-10 Miles,High School,F,0,S,1,0,Manual,Europe,0,20000,0
22702,43,5-10 Miles,High School,F,0,S,1,0,Manual,Europe,0,20000,0
22703,41,5-10 Miles,High School,M,0,S,1,0,Manual,Europe,0,20000,0
22704,42,5-10 Miles,High School,F,0,S,1,0,Manual,Europe,0,20000,0
22705,41,2-5 Miles,Partial High School,F,0,S,1,0,Manual,Europe,0,20000,0
22706,41,2-5 Miles,Partial College,F,1,S,1,0,Clerical,Europe,0,30000,0
22707,42,2-5 Miles,Partial College,F,0,S,1,0,Clerical,Europe,0,30000,0
22708,43,0-1 Miles,Partial High School,F,1,S,2,0,Manual,Europe,0,10000,0
22709,44,0-1 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,20000,0
22710,43,0-1 Miles,Partial High School,F,0,M,2,0,Manual,Europe,0,20000,0
22711,44,0-1 Miles,Partial College,M,0,S,1,0,Clerical,Europe,0,30000,1
22712,44,2-5 Miles,Partial College,F,0,S,1,0,Clerical,Europe,0,30000,1
22713,62,0-1 Miles,Partial College,M,0,S,2,0,Professional,North America,3,70000,1
22714,52,0-1 Miles,Partial College,F,1,M,3,4,Professional,North America,4,90000,0
22715,52,0-1 Miles,Partial College,M,1,M,3,4,Professional,North America,4,90000,0
22716,52,2-5 Miles,Bachelors,M,1,S,4,1,Management,North America,3,100000,1
22717,52,2-5 Miles,Partial College,F,1,M,4,1,Professional,North America,4,100000,1
22718,52,2-5 Miles,Bachelors,M,1,M,3,2,Management,North America,2,110000,1
22719,52,2-5 Miles,Bachelors,M,1,S,4,2,Management,North America,3,110000,1
22720,52,0-1 Miles,Graduate Degree,M,1,M,4,1,Management,North America,1,130000,0
22721,55,2-5 Miles,High School,F,1,M,2,3,Skilled Manual,North America,4,40000,0
22722,55,0-1 Miles,Bachelors,F,0,S,1,0,Professional,North America,1,70000,1
22723,75,1-2 Miles,Graduate Degree,M,1,M,2,0,Management,North America,3,60000,0
22724,76,10+ Miles,Bachelors,M,1,M,2,0,Management,North America,5,70000,0
22725,74,10+ Miles,Graduate Degree,M,1,M,2,0,Management,North America,3,60000,0
22726,74,1-2 Miles,Graduate Degree,F,1,M,2,0,Management,North America,3,60000,0
22727,74,10+ Miles,Graduate Degree,F,1,M,2,0,Management,North America,3,60000,0
22728,74,10+ Miles,Bachelors,F,1,M,2,0,Management,North America,5,70000,0
22729,74,10+ Miles,Bachelors,M,1,M,2,0,Management,North America,5,70000,0
22730,75,10+ Miles,Bachelors,M,1,M,2,0,Management,North America,5,70000,0
22731,74,10+ Miles,Bachelors,M,1,M,2,0,Management,North America,5,70000,0
22732,74,1-2 Miles,Bachelors,M,1,M,2,0,Management,North America,5,80000,1
22733,75,1-2 Miles,Bachelors,F,0,M,2,0,Management,North America,5,80000,1
22734,73,1-2 Miles,Partial High School,F,0,S,2,0,Clerical,North America,5,30000,0
22735,73,10+ Miles,High School,F,1,M,2,0,Professional,North America,4,40000,0
22736,73,1-2 Miles,High School,F,0,M,2,0,Professional,North America,4,40000,0
22737,73,10+ Miles,Bachelors,F,1,M,2,0,Management,North America,4,70000,0
22738,73,1-2 Miles,Bachelors,F,1,M,2,0,Management,North America,4,70000,0
22739,73,10+ Miles,Bachelors,F,1,M,2,0,Management,North America,4,70000,0
22740,72,1-2 Miles,High School,F,0,S,2,0,Professional,North America,4,40000,0
22741,72,10+ Miles,High School,M,1,M,2,0,Professional,North America,4,40000,0
22742,72,2-5 Miles,High School,M,0,S,2,0,Professional,North America,4,40000,0
22743,72,10+ Miles,High School,F,1,M,2,0,Professional,North America,5,40000,0
22744,72,2-5 Miles,High School,M,0,S,3,0,Professional,North America,5,40000,0
22745,73,10+ Miles,High School,F,1,M,3,0,Professional,North America,5,40000,1
22746,72,2-5 Miles,Bachelors,F,1,M,2,0,Management,North America,5,70000,0
22747,73,10+ Miles,Bachelors,F,1,M,2,0,Management,North America,5,70000,0
22748,71,10+ Miles,Bachelors,M,1,S,3,0,Management,North America,5,70000,1
22749,71,10+ Miles,Bachelors,F,1,M,4,0,Management,North America,5,70000,1
22750,71,2-5 Miles,Bachelors,M,1,M,4,0,Management,North America,5,70000,0
22751,71,2-5 Miles,Bachelors,M,0,M,2,0,Management,North America,4,60000,0
22752,71,2-5 Miles,Bachelors,M,0,M,2,0,Management,North America,4,60000,0
22753,70,2-5 Miles,Partial College,F,0,S,1,1,Professional,North America,2,70000,1
22754,71,10+ Miles,Partial College,M,1,M,1,1,Professional,North America,2,70000,0
22755,70,2-5 Miles,Partial College,M,1,M,1,1,Professional,North America,2,70000,0
22756,70,2-5 Miles,Partial College,M,1,M,1,1,Professional,North America,2,70000,0
22757,70,2-5 Miles,Partial College,F,1,M,1,1,Professional,North America,2,70000,0
